BJD - 2454833, Corrected Flux
2367.946862776, 1.001922737,
2367.967294612, 1.001505310,
2367.987726248, 1.001857541,
2368.008157984, 1.002373002,
2368.028589820, 1.002389295,
2368.049021456, 1.002806187,
2368.069453293, 1.002572001,
2368.089885030, 1.002565673,
2368.110316667, 1.002340196,
2368.130748504, 1.001837071,
2368.151180242, 1.002529892,
2368.171611879, 1.002543588,
2368.192043717, 1.002284736,
2368.212475455, 1.002450035,
2368.232907194, 1.002748289,
2368.253338932, 1.002242715,
2368.273770671, 1.002420395,
2368.294202409, 1.002051320,
2368.314634148, 1.002585921,
2368.355497627, 1.002365829,
2368.375929367, 1.002596529,
2368.396361206, 1.002408898,
2368.416792846, 1.002487163,
2368.437224587, 1.002705980,
2368.457656427, 1.003022609,
2368.478088168, 1.002761256,
2368.498519808, 1.002821034,
2368.518951649, 1.002772744,
2368.539383391, 1.002633042,
2368.559815032, 1.002413973,
2368.600678615, 1.002332777,
2368.621110457, 1.002384406,
2368.641542100, 1.002465825,
2368.661973842, 1.002765112,
2368.682405684, 1.002255909,
2368.702837327, 1.002406837,
2368.723269070, 1.002258378,
2368.743700913, 1.002570733,
2368.764132557, 1.002413751,
2368.784564400, 1.002371857,
2368.804996144, 1.002055408,
2368.845859632, 1.002477153,
2368.866291377, 1.002413916,
2368.886723021, 1.002497911,
2368.907154866, 1.002403996,
2368.927586611, 1.002318749,
2368.948018456, 1.002505907,
2368.968450102, 1.002514133,
2368.988881847, 1.002672149,
2369.009313593, 1.002846871,
2369.029745339, 1.002544846,
2369.050177085, 1.002186743,
2369.070608832, 1.002066559,
2369.091040578, 1.002158089,
2369.111472425, 1.002200498,
2369.131904072, 1.002445638,
2369.152335819, 1.002347832,
2369.172767667, 1.002962052,
2369.193199414, 1.002471528,
2369.213631062, 1.002757824,
2369.234062910, 1.002669194,
2369.254494658, 1.002633994,
2369.274926407, 1.002517535,
2369.295358156, 1.002490583,
2369.356653403, 1.002671421,
2369.377085152, 1.002380999,
2369.397517002, 1.002370147,
2369.417948652, 1.002660387,
2369.438380502, 1.002704645,
2369.458812252, 1.002480263,
2369.479243903, 1.002978901,
2369.499675753, 1.002585768,
2369.520107504, 1.002212844,
2369.540539155, 1.002397407,
2369.581402758, 1.002290025,
2369.601834510, 1.002326750,
2369.622266262, 1.002379527,
2369.642698014, 1.002246623,
2369.663129767, 1.002394735,
2369.683561519, 1.002509746,
2369.703993272, 1.003079429,
2369.724425025, 1.002436643,
2369.744856778, 1.002427440,
2369.765288632, 1.002492212,
2369.785720285, 1.002597316,
2369.826583893, 1.001813243,
2369.847015648, 1.002090760,
2369.867447302, 1.002177642,
2369.887879157, 1.002307707,
2369.908310912, 1.002143423,
2369.928742667, 1.001573292,
2369.949174422, 1.001603653,
2369.969606178, 1.001773528,
2369.990038033, 1.001968759,
2370.010469689, 1.002115415,
2370.030901446, 1.002446843,
2370.071764959, 1.002400154,
2370.092196715, 1.002522679,
2370.112628572, 1.002406366,
2370.133060230, 1.002662602,
2370.153492087, 1.002325104,
2370.173923845, 1.002729516,
2370.194355503, 1.002485020,
2370.214787361, 1.002408748,
2370.235219119, 1.002443144,
2370.255650878, 1.002188133,
2370.276082636, 1.002576678,
2370.296514395, 1.002493579,
2370.316946255, 1.002266497,
2370.337377914, 1.002423315,
2370.357809674, 1.002219442,
2370.378241433, 1.001727913,
2370.398673194, 1.001867459,
2370.419104954, 1.001787546,
2370.439536714, 1.001749512,
2370.459968475, 1.002019764,
2370.480400336, 1.002140239,
2370.500832097, 1.003099162,
2370.521263758, 1.001983152,
2370.562127382, 1.002086934,
2370.582559044, 1.002420110,
2370.602990906, 1.002359200,
2370.623422668, 1.002248530,
2370.643854531, 1.002198756,
2370.664286194, 1.002165133,
2370.684717957, 1.002262034,
2370.705149820, 1.002336186,
2370.725581484, 1.001950737,
2370.746013247, 1.002331098,
2370.766445111, 1.002659503,
2370.807308640, 1.002616959,
2370.827740405, 1.002337137,
2370.848172069, 1.002144425,
2370.868603935, 1.001879561,
2370.889035700, 1.002206551,
2370.909467365, 1.002188299,
2370.929899231, 1.002315893,
2370.950330997, 1.002257235,
2370.970762763, 1.002293015,
2370.991194530, 1.002404050,
2371.011626296, 1.002652028,
2371.052489830, 1.002740215,
2371.072921597, 1.002620113,
2371.093353365, 1.002704272,
2371.113785133, 1.002379882,
2371.134217000, 1.002277399,
2371.154648669, 1.002264316,
2371.175080437, 1.002259206,
2371.195512306, 1.001900967,
2371.215944075, 1.002141952,
2371.236375744, 1.002667090,
2371.256807613, 1.001980589,
2371.297671252, 1.002294118,
2371.318102922, 1.002392193,
2371.338534692, 1.002250425,
2371.358966563, 1.001934182,
2371.379398233, 1.002522505,
2371.399830004, 1.002110943,
2371.420261875, 1.002255235,
2371.440693547, 1.002114096,
2371.461125418, 1.001995320,
2371.481557190, 1.002328120,
2371.501994621, 1.001871186,
2371.522420708, 1.002072585,
2371.542852481, 1.002193748,
2371.563284153, 1.001940618,
2371.583716026, 1.002181692,
2371.604147800, 1.001879043,
2371.624579673, 1.001671812,
2371.645011346, 1.001912730,
2371.665443120, 1.001787177,
2371.685874994, 1.001748221,
2371.706306669, 1.002018609,
2371.726738443, 1.002205851,
2371.747170318, 1.002306847,
2371.788033768, 1.002205033,
2371.808465643, 1.002090249,
2371.828897419, 1.002079426,
2371.849329195, 1.002168603,
2371.869760971, 1.001825329,
2371.890192747, 1.001736540,
2371.910624624, 1.001953407,
2371.931056301, 1.001953470,
2371.951488078, 1.001914278,
2371.971919955, 1.001750888,
2371.992351633, 1.002088230,
2372.033215288, 1.001636156,
2372.053646967, 1.002135647,
2372.074078845, 1.001896387,
2372.094510524, 1.002429310,
2372.114942302, 1.002225304,
2372.135374182, 1.002353549,
2372.155805861, 1.002215195,
2372.176237740, 1.002351397,
2372.196669520, 1.002811789,
2372.217101200, 1.002716093,
2372.237533081, 1.002043358,
2372.278396642, 1.001576227,
2372.298828423, 1.001793266,
2372.319260204, 1.002070260,
2372.339692086, 1.002045678,
2372.360123767, 1.002208227,
2372.380555549, 1.001886059,
2372.400987431, 1.001686573,
2372.421419214, 1.001720965,
2372.441850896, 1.001994046,
2372.462282779, 1.001717988,
2372.482714562, 1.002114416,
2372.503146346, 1.001891840,
2372.523578129, 1.001579612,
2372.544009913, 1.001766246,
2372.564441697, 1.001829358,
2372.584873482, 1.001668824,
2372.605305266, 1.001668479,
2372.625737151, 1.001790211,
2372.646168836, 1.001900198,
2372.666600721, 1.002014312,
2372.687032406, 1.001757203,
2372.707464192, 1.001902658,
2372.727896078, 1.001935857,
2372.768759551, 1.002028810,
2372.789191437, 1.001794840,
2372.809623124, 1.001771476,
2372.830055012, 1.002303276,
2372.850486799, 1.001839333,
2372.870918486, 1.002040226,
2372.891350374, 1.001854058,
2372.911782162, 1.002233674,
2372.932213851, 1.001629798,
2372.952645739, 1.001752362,
2372.973077528, 1.001669522,
2372.993509417, 1.001874399,
2373.013941107, 1.002003517,
2373.034372896, 1.001820871,
2373.054804786, 1.002157484,
2373.075236576, 1.001794844,
2373.095668266, 1.001702925,
2373.116100157, 1.001639718,
2373.136531948, 1.001962021,
2373.156963739, 1.001968207,
2373.177395530, 1.001948497,
2373.197827321, 1.001677104,
2373.218259213, 1.001820851,
2373.279554590, 1.001571714,
2373.299986282, 1.001959551,
2373.320418175, 1.001577319,
2373.340849868, 1.001771823,
2373.361281662, 1.001794295,
2373.381713556, 1.001853177,
2373.402145249, 1.001883638,
2373.422577044, 1.001789354,
2373.443008938, 1.001800374,
2373.463440633, 1.001736255,
2373.483872527, 1.001632879,
2373.504304323, 1.001944999,
2373.524736018, 1.001659778,
2373.545167914, 1.001996490,
2373.565599710, 1.001884796,
2373.586031406, 1.001881516,
2373.606463302, 1.001886577,
2373.626895099, 1.001757914,
2373.647326996, 1.002155264,
2373.667758693, 1.001545882,
2373.688190490, 1.001598318,
2373.708622388, 1.001739185,
2373.729054086, 1.001687223,
2373.749485884, 1.001673434,
2373.769917782, 1.001669098,
2373.790349581, 1.002048849,
2373.810781279, 1.002356679,
2373.831213179, 1.002018339,
2373.851644978, 1.001960474,
2373.872076778, 1.002038665,
2373.892508577, 1.001897501,
2373.912940377, 1.001822986,
2373.933372278, 1.001933194,
2373.953803978, 1.001628778,
2373.994667680, 1.001800456,
2374.015099382, 1.001719407,
2374.035531283, 1.002033433,
2374.055962985, 1.001830244,
2374.076394787, 1.001984572,
2374.096826689, 1.002098234,
2374.117258392, 1.001799449,
2374.137690195, 1.002049632,
2374.158122098, 1.002313578,
2374.178553801, 1.002080511,
2374.198985705, 1.002177711,
2374.239849213, 1.002324571,
2374.260281117, 1.002077398,
2374.280712922, 1.001778723,
2374.301144727, 1.002267320,
2374.321576532, 1.001967888,
2374.342008337, 1.002242759,
2374.362440243, 1.002082681,
2374.382871949, 1.001841553,
2374.403303755, 1.001915441,
2374.423735661, 1.001756095,
2374.444167468, 1.002232116,
2374.464599175, 1.001981706,
2374.485031082, 1.002038733,
2374.505462889, 1.001931148,
2374.525894697, 1.002111240,
2374.546326505, 1.002161521,
2374.566758313, 1.002382181,
2374.587190222, 1.001999985,
2374.607621930, 1.002137348,
2374.628053739, 1.002236001,
2374.648485648, 1.002351316,
2374.668917358, 1.002316391,
2374.689349268, 1.002474164,
2374.730212788, 1.002641217,
2374.750644698, 1.002518521,
2374.771076409, 1.001783508,
2374.791508220, 1.002144415,
2374.811940131, 1.002336733,
2374.832371843, 1.002042545,
2374.852803755, 1.002199212,
2374.873235567, 1.001929958,
2374.893667279, 1.002261056,
2374.914099191, 1.001954421,
2374.934531004, 1.002253274,
2374.975394631, 1.002445990,
2374.995826444, 1.002590773,
2375.016258358, 1.002316173,
2375.036690072, 1.002407563,
2375.057121887, 1.002250534,
2375.077553801, 1.002274607,
2375.097985616, 1.002698899,
2375.118417431, 1.002324645,
2375.138849247, 1.002423111,
2375.159281062, 1.002312154,
2375.179712878, 1.002388444,
2375.241008427, 1.002374229,
2375.261440144, 1.002246111,
2375.281872062, 1.002440820,
2375.302303879, 1.002414280,
2375.322735597, 1.002482610,
2375.343167515, 1.002736990,
2375.363599233, 1.002456308,
2375.384031052, 1.002709652,
2375.404462970, 1.002416450,
2375.424894790, 1.002310804,
2375.445326609, 1.002614816,
2375.465758429, 1.002500171,
2375.486190148, 1.002483195,
2375.506622069, 1.002387888,
2375.527053889, 1.002316995,
2375.547485610, 1.002296533,
2375.567917530, 1.002673341,
2375.588349352, 1.002455596,
2375.608781273, 1.002290067,
2375.629212995, 1.002576409,
2375.649644817, 1.002432832,
2375.670076739, 1.002602129,
2375.710940284, 1.002435129,
2375.731372207, 1.002453558,
2375.751803931, 1.002672901,
2375.772235854, 1.002966177,
2375.792667678, 1.002855484,
2375.813099502, 1.002779902,
2375.833531327, 1.002561618,
2375.853963151, 1.002172987,
2375.874394976, 1.002243690,
2375.894826901, 1.002127367,
2375.915258627, 1.002325523,
2375.956122378, 1.002526094,
2375.976554105, 1.002862437,
2375.996986031, 1.002834084,
2376.017417858, 1.002597789,
2376.037849585, 1.002647636,
2376.058281512, 1.002640856,
2376.078713240, 1.002522193,
2376.099145068, 1.002505443,
2376.119576996, 1.002244810,
2376.140008724, 1.002647817,
2376.160440653, 1.002705387,
2376.201304211, 1.002433658,
2376.221736141, 1.002007138,
2376.242167970, 1.002211405,
2376.262599700, 1.001878801,
2376.283031631, 1.001882042,
2376.303463461, 1.001948610,
2376.323895392, 1.001734774,
2376.344327123, 1.001792134,
2376.364758955, 1.002129465,
2376.385190886, 1.001629864,
2376.405622618, 1.002132271,
2376.446486383, 1.002757893,
2376.466918216, 1.002784658,
2376.487350049, 1.003121976,
2376.507781882, 1.002989444,
2376.528213715, 1.002768071,
2376.548645549, 1.002439638,
2376.569077383, 1.002769501,
2376.589509218, 1.001889148,
2376.609941153, 1.002072614,
2376.630372887, 1.002510769,
2376.650804823, 1.002875717,
2376.691668394, 1.002596948,
2376.712100330, 1.002598015,
2376.732532066, 1.002279064,
2376.752963903, 1.002594979,
2376.773395840, 1.002812786,
2376.793827577, 1.002582884,
2376.814259514, 1.003000978,
2376.834691352, 1.002893933,
2376.855123090, 1.002791906,
2376.875555028, 1.003264353,
2376.895986867, 1.002960253,
2376.936850545, 1.002628269,
2376.957282384, 1.002615767,
2376.977714324, 1.003065844,
2376.998146063, 1.003012379,
2377.018577904, 1.003175565,
2377.039009844, 1.002919070,
2377.059441585, 1.003045554,
2377.079873426, 1.002979617,
2377.100305367, 1.002770391,
2377.120737209, 1.002779215,
2377.141169051, 1.002810095,
2377.182032735, 1.002930360,
2377.202464578, 1.002768178,
2377.222896421, 1.002781501,
2377.243328264, 1.002567185,
2377.263760208, 1.002915836,
2377.284191951, 1.002851364,
2377.304623895, 1.003049635,
2377.325055740, 1.002981817,
2377.345487484, 1.002954794,
2377.365919429, 1.003016966,
2377.386351275, 1.003115816,
2377.406783020, 1.003166259,
2377.427214966, 1.003084683,
2377.468078658, 1.002948783,
2377.488510505, 1.002771741,
2377.508942252, 1.003192477,
2377.529374199, 1.002645474,
2377.549806046, 1.003232780,
2377.570237794, 1.002969434,
2377.590669742, 1.003280644,
2377.611101590, 1.002895281,
2377.631533539, 1.003009025,
2377.672397137, 1.002774197,
2377.692829087, 1.002805216,
2377.713260836, 1.002966623,
2377.733692686, 1.003041280,
2377.754124637, 1.002920789,
2377.774556487, 1.002955598,
2377.794988338, 1.003066427,
2377.815420189, 1.003002818,
2377.835852041, 1.003121649,
2377.856283892, 1.003000496,
2377.876715744, 1.002823082,
2377.917579549, 1.003400588,
2377.938011302, 1.003064882,
2377.958443255, 1.003581975,
2377.978875109, 1.002689661,
2377.999306863, 1.003334516,
2378.019738817, 1.003276950,
2378.040170671, 1.003185467,
2378.060602426, 1.003374433,
2378.081034380, 1.003114091,
2378.101466136, 1.003306054,
2378.121898091, 1.003075780,
2378.142329947, 1.002822920,
2378.162761703, 1.003196341,
2378.183193659, 1.002790997,
2378.203625516, 1.003355861,
2378.224057273, 1.002798909,
2378.244489230, 1.002941418,
2378.264921087, 1.002859126,
2378.285353045, 1.002389508,
2378.305784803, 1.003133154,
2378.326216662, 1.003207599,
2378.346648620, 1.003244288,
2378.367080379, 1.003209980,
2378.407944198, 1.003378424,
2378.428375958, 1.002930868,
2378.448807918, 1.003148753,
2378.469239778, 1.003302229,
2378.489671639, 1.003163806,
2378.510103500, 1.003266342,
2378.530535361, 1.003174598,
2378.550967223, 1.003043209,
2378.571399084, 1.002979485,
2378.591830947, 1.003108643,
2378.612262909, 1.003146906,
2378.653126535, 1.002979896,
2378.673558498, 1.002843815,
2378.693990362, 1.003282846,
2378.714422126, 1.003278033,
2378.734854090, 1.003363377,
2378.755285854, 1.003386849,
2378.775717819, 1.003012442,
2378.796149684, 1.003441042,
2378.816581449, 1.003134818,
2378.837013415, 1.003393876,
2378.857445281, 1.003132640,
2378.898309014, 1.003481978,
2378.918740881, 1.003071039,
2378.939172848, 1.003195351,
2378.959604615, 1.003073137,
2378.980036483, 1.003255640,
2379.000468451, 1.003500125,
2379.020900219, 1.003349959,
2379.041332088, 1.003023044,
2379.061764057, 1.003218058,
2379.082195826, 1.003065901,
2379.102627795, 1.002946053,
2379.143491535, 1.003174342,
2379.163923406, 1.002892534,
2379.184355276, 1.003183977,
2379.204787147, 1.003210484,
2379.225219019, 1.002857479,
2379.245650890, 1.003481117,
2379.266082862, 1.003109970,
2379.286514734, 1.003202111,
2379.306946507, 1.003625796,
2379.327378480, 1.003131146,
2379.347810353, 1.003008038,
2379.368242126, 1.002648991,
2379.388674100, 1.002732738,
2379.409105974, 1.002690236,
2379.429537748, 1.002985881,
2379.449969723, 1.003221767,
2379.470401497, 1.002978117,
2379.490833473, 1.003165767,
2379.511265348, 1.003318945,
2379.531697124, 1.003002028,
2379.552129100, 1.003285846,
2379.572560976, 1.003259472,
2379.592992753, 1.003744666,
2379.633856607, 1.003089547,
2379.654288585, 1.002637583,
2379.674720363, 1.003134069,
2379.695152241, 1.002932881,
2379.715584219, 1.002741190,
2379.736015998, 1.002997193,
2379.756447877, 1.002910541,
2379.776879857, 1.003339703,
2379.797311736, 1.003339988,
2379.817743616, 1.003137602,
2379.838175497, 1.003284494,
2379.879039258, 1.003317641,
2379.899471139, 1.002733956,
2379.919903021, 1.003175448,
2379.940335003, 1.003394969,
2379.960766785, 1.003119712,
2379.981198767, 1.003317240,
2380.001630650, 1.003075728,
2380.022062433, 1.003207434,
2380.042494416, 1.002987098,
2380.062926300, 1.003158435,
2380.083358084, 1.003110092,
2380.124221853, 1.003260723,
2380.144653838, 1.003197364,
2380.165085723, 1.003276301,
2380.185517508, 1.003149918,
2380.205949494, 1.003361424,
2380.226381380, 1.003274836,
2380.246813166, 1.003311534,
2380.267245153, 1.003470880,
2380.287677040, 1.003291880,
2380.308109028, 1.003255300,
2380.328540815, 1.003205152,
2380.369404691, 1.003024802,
2380.389836480, 1.003086262,
2380.410268369, 1.003065840,
2380.430700358, 1.003005115,
2380.451132147, 1.003365677,
2380.471564137, 1.003535105,
2380.491996027, 1.003324526,
2380.512427918, 1.003432219,
2380.532859808, 1.003168586,
2380.553291699, 1.003319304,
2380.573723591, 1.002872029,
2380.614587374, 1.003107491,
2380.635019367, 1.003484638,
2380.655451259, 1.003439163,
2380.675883052, 1.003463973,
2380.696315045, 1.002951958,
2380.716746939, 1.003319114,
2380.737178733, 1.003445434,
2380.757610727, 1.002953653,
2380.778042521, 1.003531701,
2380.798474516, 1.003043873,
2380.818906411, 1.003534547,
2380.859770202, 1.003922424,
2380.880202098, 1.003533461,
2380.900633895, 1.003071907,
2380.921065891, 1.003667735,
2380.941497788, 1.003203924,
2380.961929785, 1.003296862,
2380.982361583, 1.003326673,
2381.002793481, 1.002992174,
2381.023225479, 1.003154278,
2381.043657277, 1.002902135,
2381.064089176, 1.003160409,
2381.104953075, 1.002958208,
2381.125384975, 1.003281795,
2381.145816875, 1.002778257,
2381.166248775, 1.003384227,
2381.186680676, 1.003479428,
2381.207112577, 1.003103485,
2381.227544478, 1.003110874,
2381.247976380, 1.002927797,
2381.268408282, 1.003024841,
2381.288840284, 1.002319913,
2381.309272187, 1.002656245,
2381.350135993, 1.003185876,
2381.370567896, 1.003251687,
2381.390999700, 1.003170423,
2381.411431705, 1.004994588,
